name,category,severity,priority,risk_score,base_severity,cvss_component,exploitability,class_modifier,exposure_score,compliance_score,category_weight,finding_class,state,resource_name,resource_display_name,project_id,project_display_name,cve_id,cvss_score,observed_in_wild,zero_day,public_ip,compliance_frameworks,compliance_violations,event_time,create_time,description,remediation_script_lang,remediation_script
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61725,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61729,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-27781,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2024-45296,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61726,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-32189,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-0778,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61726,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61729,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-21441,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61723,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61723,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58188,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2024-34158,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-2309,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61723,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-7338,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58188,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-58187,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-22874,7.5,false,false,false,,,,,,,
,,LOW,LOW,29.20,10,22.50,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-61726,7.5,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-7783,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2023-0286,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-3712,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-3712,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-7783,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-7783,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-3712,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-7783,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-3712,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-7783,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2024-33602,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-69419,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.96,10,22.20,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-7783,7.4,false,false,false,,,,,,,
,,LOW,LOW,28.72,10,21.90,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2024-33601,7.3,false,false,false,,,,,,,
,,LOW,LOW,28.72,10,21.90,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2023-29400,7.3,false,false,false,,,,,,,
,,LOW,LOW,28.72,10,21.90,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-1292,7.3,false,false,false,,,,,,,
,,LOW,LOW,28.72,10,21.90,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-33195,7.3,false,false,false,,,,,,,
,,LOW,LOW,28.72,10,21.90,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-2068,7.3,false,false,false,,,,,,,
,,LOW,LOW,28.72,10,21.90,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2023-24539,7.3,false,false,false,,,,,,,
,,LOW,LOW,28.72,10,21.90,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2024-2961,7.3,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42382,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42384,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42378,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42382,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42385,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42380,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42381,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42384,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42380,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42383,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42378,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42378,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42385,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42382,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42381,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42386,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42379,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42383,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42386,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42379,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42386,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42383,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42385,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42381,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42379,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42384,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.48,10,21.60,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2021-42380,7.2,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-26960,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-24049,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-26960,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-24049,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-26960,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-29458,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-26960,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-29458,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2022-29458,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-26960,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-26960,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.24,10,21.30,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2026-26960,7.1,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-68119,7.0,false,false,false,,,,,,,
,,LOW,LOW,28.00,10,21.00,2.00,2,0.00,0.00,0.8,,ACTIVE,,,,,CVE-2025-47907,7.0,false,false,false,,,,,,,
